date,count,total_count,ratio
"2016-04-25","4","56079","7.13279480732538e-05"
"2016-04-26","4","63105","6.338641945963077e-05"
"2016-04-27","5","63920","7.822277847309137e-05"
"2016-04-28","2","61984","3.2266391326794014e-05"
"2016-04-29","11","57856","0.00019012721238938053"
"2016-04-30","3","34175","8.778346744696415e-05"
"2016-05-01","11","34845","0.0003156837422872722"
"2016-05-02","6","54261","0.0001105766572676508"
"2016-05-03","26","61858","0.00042031750137411494"
"2016-05-04","7","61403","0.00011400094457925508"
"2016-05-05","2","60540","3.303600925008259e-05"
"2016-05-06","10","58582","0.00017070089788672287"
"2016-05-07","3","30306","9.899029895070283e-05"
"2016-05-08","6","38130","0.00015735641227380016"
"2016-05-09","8","59144","0.00013526308670363857"
"2016-05-10","18","63917","0.00028161521973809787"
"2016-05-11","13","63194","0.0002057157325062506"
"2016-05-12","5","63917","7.822644992724941e-05"
"2016-05-13","2","59494","3.361683531112381e-05"
"2016-05-14","5","37503","0.00013332266751993173"
"2016-05-15","5","40765","0.00012265423770391266"
"2016-05-16","6","58093","0.0001032826674470246"
"2016-05-17","9","61405","0.00014656786906603697"
"2016-05-18","4","63859","6.263799934230101e-05"
"2016-05-19","8","63259","0.00012646421853016961"
"2016-05-20","3","57619","5.206615873236259e-05"
"2016-05-21","0","37242","0"
"2016-05-22","0","37709","0"
"2016-05-23","8","59766","0.0001338553692735"
"2016-05-24","5","62737","7.969778599550504e-05"
"2016-05-25","4","61699","6.483087246146615e-05"
"2016-05-26","3","61964","4.841520883093409e-05"
"2016-05-27","3","54889","5.4655759806154237e-05"
"2016-05-28","3","36434","8.234067080199814e-05"
"2016-05-29","4","37755","0.00010594623228711429"
"2016-05-30","7","49627","0.00014105224978338404"
"2016-05-31","88","63430","0.0013873561406274634"
"2016-06-01","5","64801","7.715930309717443e-05"
"2016-06-02","21","62979","0.00033344448149383126"
"2016-06-03","9","57893","0.00015545920923082238"
"2016-06-04","3","36060","8.319467554076539e-05"
"2016-06-05","8","37612","0.0002126980750824205"
"2016-06-06","8","58581","0.00013656304945289428"
"2016-06-07","4","62500","6.4e-05"
"2016-06-08","3","63364","4.734549586516003e-05"
"2016-06-09","2","62183","3.2163131402473345e-05"
"2016-06-10","3","57091","5.254768702597607e-05"
"2016-06-11","0","37001","0"
"2016-06-12","3","40841","7.345559609216229e-05"
"2016-06-13","10","59034","0.00016939390859504693"
"2016-06-14","14","61540","0.00022749431264218394"
"2016-06-15","21","65472","0.00032074780058651025"
"2016-06-16","4","62659","6.383759715284317e-05"
"2016-06-17","5","57219","8.73835614044286e-05"
"2016-06-18","1","36129","2.7678596141603697e-05"
"2016-06-19","5","38079","0.00013130596916935845"
"2016-06-20","11","61287","0.00017948341410086967"
"2016-06-21","12","62141","0.00019310921935598076"
"2016-06-22","15","63672","0.00023558235959291368"
"2016-06-23","8","62149","0.00012872290785048834"
"2016-06-24","7","59329","0.00011798614505553776"
"2016-06-25","2","36292","5.510856387082553e-05"
"2016-06-26","3","38547","7.782706825433887e-05"
"2016-06-27","12","59074","0.00020313505095304196"
"2016-06-28","2","62709","3.1893348642140685e-05"
"2016-06-29","4","62639","6.385797985280735e-05"
"2016-06-30","8","62928","0.0001271294177472667"
"2016-07-01","4","58162","6.87734259482136e-05"
"2016-07-02","1","35512","2.8159495381842758e-05"
"2016-07-03","1","36125","2.7681660899653978e-05"
"2016-07-04","20","48281","0.00041424162714111143"
"2016-07-05","10","59989","0.00016669722782510128"
"2016-07-06","8","59866","0.00013363177763672202"
"2016-07-07","9","60814","0.000147992238629263"
"2016-07-08","4","57108","7.004272606289837e-05"
"2016-07-09","4","36581","0.00010934638200158552"
"2016-07-10","5","37139","0.0001346293653571717"
"2016-07-11","7","58217","0.00012023979250047238"
"2016-07-12","9","60203","0.00014949421125193098"
"2016-07-13","14","60058","0.00023310799560424922"
"2016-07-14","7","60074","0.00011652295502213937"
"2016-07-15","25","59961","0.0004169376761561682"
"2016-07-16","3","35942","8.346780924823326e-05"
"2016-07-17","3","37195","8.065600215082673e-05"
"2016-07-18","8","60954","0.00013124651376447813"
"2016-07-19","26","62900","0.0004133545310015898"
"2016-07-20","6","64960","9.236453201970444e-05"
"2016-07-21","13","64095","0.00020282393322412044"
"2016-07-22","9","56819","0.00015839771907284536"
"2016-07-23","3","36308","8.262641842018288e-05"
"2016-07-24","12","38529","0.00031145371019232265"
"2016-07-25","8","59905","0.00013354477923378682"
"2016-07-26","4","64288","6.222000995520159e-05"
"2016-07-27","14","63971","0.0002188491660283566"
"2016-07-28","8","62534","0.0001279304058592126"
"2016-07-29","8","55928","0.00014304105278214847"
